,_id,created_at,updated_at,channel_id,content_type,content_id,content_offset_seconds,commenter,source,state,message
0,af3ee680-8710-48fe-ace3-e6fe6e70d4e3,2020-09-12T18:31:50.952Z,2020-09-12T18:31:50.952Z,101400190,video,739134629,4.252,"{'display_name': 'lolTrendi', '_id': '91912643', 'name': 'loltrendi', 'type': 'user', 'bio': None, 'created_at': '2015-05-25T17:09:05.421007Z', 'updated_at': '2020-09-19T17:06:58.90066Z', 'logo': 'https://static-cdn.jtvnw.net/jtv_user_pictures/ead19830-760a-44ca-8208-1c41d7172659-profile_image-300x300.png'}",chat,published,"{'body': 'oh hes live', 'fragments': [{'text': 'oh hes live'}], 'is_action': False, 'user_badges': [{'_id': 'moderator', 'version': '1'}, {'_id': 'subscriber', 'version': '18'}, {'_id': 'bits', 'version': '1000'}], 'user_color': '#63E4C5', 'user_notice_params': {}}"
1,6a59baa6-1395-4c37-a01f-221ed15c8bdd,2020-09-12T18:31:51.29Z,2020-09-12T18:31:51.29Z,101400190,video,739134629,4.59,"{'display_name': 'mrblun', '_id': '178623543', 'name': 'mrblun', 'type': 'user', 'bio': None, 'created_at': '2017-10-21T18:57:16.770086Z', 'updated_at': '2020-09-20T14:00:07.310623Z', 'logo': 'https://static-cdn.jtvnw.net/jtv_user_pictures/80fec56a-d5eb-4148-9b01-590993c25f34-profile_image-300x300.png'}",chat,published,"{'body': 'hoursLurk', 'emoticons': [{'_id': '301516367', 'begin': 0, 'end': 8}], 'fragments': [{'text': 'hoursLurk', 'emoticon': {'emoticon_id': '301516367', 'emoticon_set_id': ''}}], 'is_action': False, 'user_badges': [{'_id': 'subscriber', 'version': '9'}, {'_id': 'sub-gifter', 'version': '10'}], 'user_color': '#00FF7F', 'user_notice_params': {}}"
2,6ef9bf7a-50db-4634-9f07-10a41b827e10,2020-09-12T18:31:51.874Z,2020-09-12T18:31:51.874Z,101400190,video,739134629,5.174,"{'display_name': 'khull05', '_id': '191175450', 'name': 'khull05', 'type': 'user', 'bio': None, 'created_at': '2018-01-16T22:47:57.415796Z', 'updated_at': '2020-09-12T01:34:05.64533Z', 'logo': 'https://static-cdn.jtvnw.net/user-default-pictures-uv/ebb84563-db81-4b9c-8940-64ed33ccfc7b-profile_image-300x300.png'}",chat,published,"{'body': 'yoooo', 'fragments': [{'text': 'yoooo'}], 'is_action': False, 'user_badges': [{'_id': 'subscriber', 'version': '3'}, {'_id': 'premium', 'version': '1'}], 'user_notice_params': {}}"
3,4015a095-564c-46e2-9eea-133f02f40f72,2020-09-12T18:31:57.242Z,2020-09-12T18:31:57.242Z,101400190,video,739134629,10.542,"{'display_name': 'rocketrabboon', '_id': '35959351', 'name': 'rocketrabboon', 'type': 'user', 'bio': 'Suh brah', 'created_at': '2012-09-04T18:59:21.961275Z', 'updated_at': '2020-09-20T15:54:31.764451Z', 'logo': 'https://static-cdn.jtvnw.net/jtv_user_pictures/6a303a7e-a13e-4ce4-b7ae-cf04e326f87b-profile_image-300x300.png'}",chat,published,"{'body': 'what a surprise!', 'fragments': [{'text': 'what a surprise!'}], 'is_action': False, 'user_badges': [{'_id': 'moderator', 'version': '1'}, {'_id': 'subscriber', 'version': '3024'}, {'_id': 'bits', 'version': '25000'}], 'user_color': '#912BE2', 'user_notice_params': {}}"
4,f0e3a496-2a1b-4ccf-a67e-ab398c0bda27,2020-09-12T18:32:08.514Z,2020-09-12T18:32:08.514Z,101400190,video,739134629,21.814,"{'display_name': 'Kraken_XP', '_id': '191542474', 'name': 'kraken_xp', 'type': 'user', 'bio': ""Hello, my name is Kraken aka Mason and you will see my play a multitude of games. Some of my favorite games at the moment are Valorant, Fortnite, and Sea of thieves. If you enjoy any of these game or want to recommend some game to me, please follow and say hi when i'm live!"", 'created_at': '2018-01-19T02:14:15.105406Z', 'updated_at': '2020-09-15T14:43:51.354899Z', 'logo': 'https://static-cdn.jtvnw.net/jtv_user_pictures/96cf6eb6-9299-4822-95ed-84a10b647e33-profile_image-300x300.png'}",chat,published,"{'body': 'hetyoooo', 'fragments': [{'text': 'hetyoooo'}], 'is_action': False, 'user_badges': [{'_id': 'subscriber', 'version': '0'}, {'_id': 'premium', 'version': '1'}], 'user_color': '#5F9EA0', 'user_notice_params': {}}"
5,21339c36-0ed6-4544-8350-0441d8f8db9f,2020-09-12T18:32:09.851Z,2020-09-12T18:32:09.851Z,101400190,video,739134629,23.151,"{'display_name': 'lolTrendi', '_id': '91912643', 'name': 'loltrendi', 'type': 'user', 'bio': None, 'created_at': '2015-05-25T17:09:05.421007Z', 'updated_at': '2020-09-19T17:06:58.90066Z', 'logo': 'https://static-cdn.jtvnw.net/jtv_user_pictures/ead19830-760a-44ca-8208-1c41d7172659-profile_image-300x300.png'}",chat,published,"{'body': ""i didn't know he was going live"", 'fragments': [{'text': ""i didn't know he was going live""}], 'is_action': False, 'user_badges': [{'_id': 'moderator', 'version': '1'}, {'_id': 'subscriber', 'version': '18'}, {'_id': 'bits', 'version': '1000'}], 'user_color': '#63E4C5', 'user_notice_params': {}}"
6,8adbb78b-34d4-43e1-bcd8-99d90706ca84,2020-09-12T18:32:10.618Z,2020-09-12T18:32:10.618Z,101400190,video,739134629,23.918,"{'display_name': 'ThaHomie6', '_id': '194154945', 'name': 'thahomie6', 'type': 'user', 'bio': None, 'created_at': '2018-02-01T05:09:50.733726Z', 'updated_at': '2020-09-12T15:15:23.879105Z', 'logo': 'https://static-cdn.jtvnw.net/user-default-pictures-uv/ead5c8b2-a4c9-4724-b1dd-9f00b46cbd3d-profile_image-300x300.png'}",chat,published,"{'body': 'oh shit', 'fragments': [{'text': 'oh shit'}], 'is_action': False, 'user_badges': [{'_id': 'subscriber', 'version': '18'}, {'_id': 'premium', 'version': '1'}], 'user_notice_params': {}}"
7,f1c1e8a5-8c86-4cb9-9f22-e0c84cbe099b,2020-09-12T18:32:13.173Z,2020-09-12T18:32:13.173Z,101400190,video,739134629,26.473,"{'display_name': 'strawberriescherries', '_id': '203649152', 'name': 'strawberriescherries', 'type': 'user', 'bio': ':)', 'created_at': '2018-03-08T05:54:00.3874Z', 'updated_at': '2020-09-19T23:46:50.556375Z', 'logo': 'https://static-cdn.jtvnw.net/jtv_user_pictures/679bc5bc-c2ff-402d-8372-be45c91f183c-profile_image-300x300.png'}",chat,published,"{'body': 'hello :)', 'emoticons': [{'_id': '1', 'begin': 6, 'end': 7}], 'fragments': [{'text': 'hello '}, {'text': ':)', 'emoticon': {'emoticon_id': '1', 'emoticon_set_id': ''}}], 'is_action': False, 'user_badges': [{'_id': 'subscriber', 'version': '12'}], 'user_color': '#8A2BE2', 'user_notice_params': {}}"
8,e650c1ee-9933-4e1c-882b-e63fec7312c0,2020-09-12T18:32:13.621Z,2020-09-12T18:32:13.621Z,101400190,video,739134629,26.921,"{'display_name': 'ThaHomie6', '_id': '194154945', 'name': 'thahomie6', 'type': 'user', 'bio': None, 'created_at': '2018-02-01T05:09:50.733726Z', 'updated_at': '2020-09-12T15:15:23.879105Z', 'logo': 'https://static-cdn.jtvnw.net/user-default-pictures-uv/ead5c8b2-a4c9-4724-b1dd-9f00b46cbd3d-profile_image-300x300.png'}",chat,published,"{'body': 'hes live', 'fragments': [{'text': 'hes live'}], 'is_action': False, 'user_badges': [{'_id': 'subscriber', 'version': '18'}, {'_id': 'premium', 'version': '1'}], 'user_notice_params': {}}"
9,6cc3e23d-b394-4bd9-9aff-8f496f2131d2,2020-09-12T18:32:17.118Z,2020-09-12T18:32:17.118Z,101400190,video,739134629,30.418,"{'display_name': 'MarissaAmia', '_id': '171309216', 'name': 'marissaamia', 'type': 'user', 'bio': 'spread love ♡ Twitter & Instagram : marissaamia ♡', 'created_at': '2017-08-25T01:37:09.960428Z', 'updated_at': '2020-09-19T17:06:19.150306Z', 'logo': 'https://static-cdn.jtvnw.net/jtv_user_pictures/9a3e8898-3dbf-4977-8dd2-9f43ab0a7c26-profile_image-300x300.png'}",chat,published,"{'body': 'PogChamp', 'emoticons': [{'_id': '88', 'begin': 0, 'end': 7}], 'fragments': [{'text': 'PogChamp', 'emoticon': {'emoticon_id': '88', 'emoticon_set_id': ''}}], 'is_action': False, 'user_badges': [{'_id': 'subscriber', 'version': '6'}], 'user_color': '#FF0E95', 'user_notice_params': {}}"
10,d175ea0b-bd51-4e91-860a-70bc5643a461,2020-09-12T18:32:17.842Z,2020-09-12T18:32:17.842Z,101400190,video,739134629,31.142,"{'display_name': 'EvolKitten', '_id': '72588814', 'name': 'evolkitten', 'type': 'user', 'bio': None, 'created_at': '2014-10-07T01:33:28.567756Z', 'updated_at': '2020-08-16T06:43:43.912071Z', 'logo': 'https://static-cdn.jtvnw.net/user-default-pictures-uv/75305d54-c7cc-40d1-bb9c-91fbe85943c7-profile_image-300x300.png'}",chat,published,"{'body': 'hoursLove', 'emoticons': [{'_id': '301126490', 'begin': 0, 'end': 8}], 'fragments': [{'text': 'hoursLove', 'emoticon': {'emoticon_id': '301126490', 'emoticon_set_id': ''}}], 'is_action': False, 'user_badges': [{'_id': 'subscriber', 'version': '18'}, {'_id': 'premium', 'version': '1'}], 'user_color': '#CC0070', 'user_notice_params': {}}"
11,935d9658-790b-4886-871d-7c6a230f8fa4,2020-09-12T18:32:26.263Z,2020-09-12T18:32:26.263Z,101400190,video,739134629,39.563,"{'display_name': 'ThaHomie6', '_id': '194154945', 'name': 'thahomie6', 'type': 'user', 'bio': None, 'created_at': '2018-02-01T05:09:50.733726Z', 'updated_at': '2020-09-12T15:15:23.879105Z', 'logo': 'https://static-cdn.jtvnw.net/user-default-pictures-uv/ead5c8b2-a4c9-4724-b1dd-9f00b46cbd3d-profile_image-300x300.png'}",chat,published,"{'body': 'hoursPog', 'emoticons': [{'_id': '1795362', 'begin': 0, 'end': 7}], 'fragments': [{'text': 'hoursPog', 'emoticon': {'emoticon_id': '1795362', 'emoticon_set_id': ''}}], 'is_action': False, 'user_badges': [{'_id': 'subscriber', 'version': '18'}, {'_id': 'premium', 'version': '1'}], 'user_notice_params': {}}"
12,ea35e388-5051-4f14-b5a6-050c04c330a6,2020-09-12T18:32:26.504Z,2020-09-12T18:32:26.504Z,101400190,video,739134629,39.804,"{'display_name': 'renfrew757', '_id': '249867356', 'name': 'renfrew757', 'type': 'user', 'bio': None, 'created_at': '2018-08-20T15:54:49.73664Z', 'updated_at': '2020-09-13T20:18:49.50133Z', 'logo': 'https://static-cdn.jtvnw.net/jtv_user_pictures/f4fd6f4c-748a-4811-98a7-4a37c5b467d6-profile_image-300x300.png'}",chat,published,"{'body': ""renfrew757 subscribed at Tier 1. They've subscribed for 22 months! <3"", 'emoticons': [{'_id': '555555584', 'begin': 67, 'end': 68}], 'fragments': [{'text': ""renfrew757 subscribed at Tier 1. They've subscribed for 22 months! ""}, {'text': '<3', 'emoticon': {'emoticon_id': '555555584', 'emoticon_set_id': ''}}], 'is_action': False, 'user_badges': [{'_id': 'subscriber', 'version': '18'}, {'_id': 'premium', 'version': '1'}], 'user_color': '#FAFF00', 'user_notice_params': {'msg-id': 'resub', 'msg-param-cumulative-months': '22', 'msg-param-months': '0', 'msg-param-should-share-streak': '0', 'msg-param-sub-plan': '1000', 'msg-param-sub-plan-name': 'Channel Subscription (72hrs)', 'msg-param-was-gifted': 'false'}}"
13,90fd40eb-b0de-4fa7-910c-574f57250bdb,2020-09-12T18:32:28.816Z,2020-09-12T18:32:28.816Z,101400190,video,739134629,42.116,"{'display_name': 'sanityiwnl', '_id': '491902067', 'name': 'sanityiwnl', 'type': 'user', 'bio': 'comp fortnite', 'created_at': '2020-02-11T22:08:22.703848Z', 'updated_at': '2020-09-18T06:51:26.733403Z', 'logo': 'https://static-cdn.jtvnw.net/jtv_user_pictures/3f227874-1299-424e-924b-3bd56786a8da-profile_image-300x300.png'}",chat,published,"{'body': 'hi', 'fragments': [{'text': 'hi'}], 'is_action': False, 'user_color': '#8A2BE2', 'user_notice_params': {}}"
14,cb79fdc7-3202-4984-8581-d3f3de30c7da,2020-09-12T18:32:28.848Z,2020-09-12T18:32:28.848Z,101400190,video,739134629,42.148,"{'display_name': 'Libcabe', '_id': '225993791', 'name': 'libcabe', 'type': 'user', 'bio': ""Do you like games because i don't they hurt my brain and soul but GGs !"", 'created_at': '2018-05-25T19:37:07.789518Z', 'updated_at': '2020-09-18T20:43:33.714409Z', 'logo': 'https://static-cdn.jtvnw.net/jtv_user_pictures/c15eeecc-9dd1-44f2-a2f6-78c43c317db4-profile_image-300x300.png'}",chat,published,"{'body': 'Let’s go', 'fragments': [{'text': 'Let’s go'}], 'is_action': False, 'user_notice_params': {}}"
15,98dddd27-d3d0-4c9d-87b8-dba422949ffc,2020-09-12T18:32:28.917Z,2020-09-12T18:32:28.917Z,101400190,video,739134629,42.217,"{'display_name': 'rocketrabboon', '_id': '35959351', 'name': 'rocketrabboon', 'type': 'user', 'bio': 'Suh brah', 'created_at': '2012-09-04T18:59:21.961275Z', 'updated_at': '2020-09-20T15:54:31.764451Z', 'logo': 'https://static-cdn.jtvnw.net/jtv_user_pictures/6a303a7e-a13e-4ce4-b7ae-cf04e326f87b-profile_image-300x300.png'}",chat,published,"{'body': 'hoursLove', 'emoticons': [{'_id': '301126490', 'begin': 0, 'end': 8}], 'fragments': [{'text': 'hoursLove', 'emoticon': {'emoticon_id': '301126490', 'emoticon_set_id': ''}}], 'is_action': False, 'user_badges': [{'_id': 'moderator', 'version': '1'}, {'_id': 'subscriber', 'version': '3024'}, {'_id': 'bits', 'version': '25000'}], 'user_color': '#912BE2', 'user_notice_params': {}}"
16,25996490-54ea-4197-a045-8bbc835a96f6,2020-09-12T18:32:30.32Z,2020-09-12T18:32:30.32Z,101400190,video,739134629,43.62,"{'display_name': 'CallMeZapp', '_id': '199041193', 'name': 'callmezapp', 'type': 'user', 'bio': None, 'created_at': '2018-02-28T21:35:12.517745Z', 'updated_at': '2020-09-18T20:03:37.587862Z', 'logo': 'https://static-cdn.jtvnw.net/jtv_user_pictures/0f409953-ce7b-400e-8bb7-78b71baa7de6-profile_image-300x300.jpg'}",chat,published,"{'body': 'sup kings', 'fragments': [{'text': 'sup kings'}], 'is_action': False, 'user_badges': [{'_id': 'subscriber', 'version': '12'}, {'_id': 'premium', 'version': '1'}], 'user_color': '#FF1F98', 'user_notice_params': {}}"
17,07a75d61-9dda-46ca-896b-2e49ae4d4119,2020-09-12T18:32:31.874Z,2020-09-12T18:32:31.874Z,101400190,video,739134629,45.174,"{'display_name': 'n00respect', '_id': '407046215', 'name': 'n00respect', 'type': 'user', 'bio': None, 'created_at': '2019-01-05T17:57:56.48662Z', 'updated_at': '2020-08-26T20:57:33.939119Z', 'logo': 'https://static-cdn.jtvnw.net/jtv_user_pictures/6c5bdd34-7007-4545-99ba-c839158d88a2-profile_image-300x300.png'}",chat,published,"{'body': 'Let’s goo', 'fragments': [{'text': 'Let’s goo'}], 'is_action': False, 'user_badges': [{'_id': 'subscriber', 'version': '0'}], 'user_notice_params': {}}"
